6000, 50, 80.18
6000, 50, 83.92
6000, 50, 82.83
7000, 50, 82.19
7000, 50, 81.91
7000, 50, 81.88
8000, 50, 81.88
8000, 50, 82.42
8000, 50, 82.83
9000, 50, 83.31
9000, 50, 83.00
9000, 50, 83.10
10000, 50, 83.54
10000, 50, 81.27
10000, 50, 83.10
1000, 60, 75.64
1000, 60, 72.18
1000, 60, 75.53
2000, 60, 78.28
2000, 60, 79.06
2000, 60, 78.49
3000, 60, 81.17
3000, 60, 82.08
3000, 60, 79.17
4000, 60, 79.98
4000, 60, 81.17
4000, 60, 81.07
5000, 60, 81.57
5000, 60, 81.37
5000, 60, 82.05
6000, 60, 79.06
6000, 60, 82.05
6000, 60, 82.56
7000, 60, 82.15
7000, 60, 82.97
7000, 60, 82.19
8000, 60, 81.61
8000, 60, 81.85
8000, 60, 83.51
9000, 60, 81.71
9000, 60, 82.86
9000, 60, 82.42
10000, 60, 83.85
10000, 60, 82.97
10000, 60, 82.35
1000, 70, 66.37
1000, 70, 74.96
1000, 70, 76.65
2000, 70, 80.18
2000, 70, 77.71
2000, 70, 77.94
3000, 70, 80.45
3000, 70, 77.77
3000, 70, 79.78
4000, 70, 82.52
4000, 70, 80.49
4000, 70, 81.78
5000, 70, 81.10
5000, 70, 81.27
5000, 70, 80.69
6000, 70, 81.03
6000, 70, 82.19
6000, 70, 80.59
7000, 70, 82.80
7000, 70, 82.29
7000, 70, 82.90
8000, 70, 82.56
8000, 70, 81.81
8000, 70, 83.54
9000, 70, 82.32
9000, 70, 83.51
9000, 70, 83.51
10000, 70, 82.63
10000, 70, 82.19
10000, 70, 82.80
1000, 80, 71.60
1000, 80, 72.51
1000, 80, 70.92
2000, 80, 77.37
2000, 80, 79.71
2000, 80, 80.35
3000, 80, 79.17
3000, 80, 79.67
3000, 80, 77.16
4000, 80, 81.24
4000, 80, 79.00
4000, 80, 80.59
5000, 80, 82.42
5000, 80, 80.25
5000, 80, 82.56
6000, 80, 82.32
6000, 80, 82.32
6000, 80, 80.45
7000, 80, 83.58
7000, 80, 81.71
7000, 80, 81.85
8000, 80, 82.42
8000, 80, 81.71
8000, 80, 81.40
9000, 80, 82.12
9000, 80, 82.42
9000, 80, 83.00
10000, 80, 82.49
10000, 80, 82.69
10000, 80, 82.73
1000, 90, 70.72
1000, 90, 75.33
1000, 90, 72.55
2000, 90, 81.44
2000, 90, 80.42
2000, 90, 78.42
3000, 90, 79.88
3000, 90, 79.30
3000, 90, 83.07
4000, 90, 79.23
4000, 90, 78.89
4000, 90, 81.78
5000, 90, 82.49
5000, 90, 81.74
5000, 90, 83.17
6000, 90, 81.13
6000, 90, 82.29
6000, 90, 82.08
7000, 90, 81.61
7000, 90, 81.24
7000, 90, 82.52
8000, 90, 81.03
8000, 90, 82.15
8000, 90, 81.47
9000, 90, 80.52
9000, 90, 83.47
9000, 90, 82.32
10000, 90, 83.75
10000, 90, 83.64
10000, 90, 82.86
1000, 100, 75.60
1000, 100, 75.47
1000, 100, 75.26
2000, 100, 77.57
2000, 100, 79.98
2000, 100, 79.78
3000, 100, 78.62
3000, 100, 77.47
3000, 100, 79.95
4000, 100, 79.64
4000, 100, 79.98
4000, 100, 82.15
5000, 100, 79.30
5000, 100, 80.69
5000, 100, 81.40
6000, 100, 81.37
6000, 100, 80.79
6000, 100, 80.05
7000, 100, 82.25
7000, 100, 83.17
7000, 100, 82.05
8000, 100, 82.80
8000, 100, 82.73
8000, 100, 83.07
9000, 100, 80.90
9000, 100, 81.68
9000, 100, 83.58
10000, 100, 81.64
10000, 100, 80.66
10000, 100, 83.71
